E11.3,D.m. s očnými komplikáciami
E11.4,D.m. s nervovými komplikáciami
E11.5,D.m. s periférnymi obehovými komplikáciami
E11.6,D.m. s inými špecifikovanými komplikáciami
E11.7,D.m. s mohopočetnými komplikáciami
E11.8,D.m. s nešpecifikovanými komplikáciami
E11.9,D.m. bez komplikácií
E12.0,D.m. s kómou
E12.1,D.m. s ketoacidózou
E12.2,D.m. s obličkovými komplikáciami
E12.3,D.m. s očnými komplikáciami
E12.4,D.m. s nervovými komplikáciami
E12.5,D.m. s periférnymi obehovými komplikáciami
E12.6,D.m. s inými špecifikovanými komplikáciami
E12.7,D.m. s mohopočetnými komplikáciami
E12.8,D.m. s nešpecifikovanými komplikáciami
E12.9,D.m. bez komplikácií
E13.0,D.m. s kómou
E13.1,D.m. s ketoacidózou
E13.2,D.m. s obličkovými komplikáciami
E13.3,D.m. s očnými komplikáciami
E13.4,D.m. s nervovými komplikáciami
E13.5,D.m. s periférnymi obehovými komplikáciami
E13.6,D.m. s inými špecifikovanými komplikáciami
E13.7,D.m. s mohopočetnými komplikáciami
E13.8,D.m. s nešpecifikovanými komplikáciami
E13.9,D.m. bez komplikácií
E14.0,D.m. s kómou
E14.1,D.m. s ketoacidózou
E14.2,D.m. s obličkovými komplikáciami
E14.3,D.m. s očnými komplikáciami
E14.4,D.m. s nervovými komplikáciami
E14.5,D.m. s periférnymi obehovými komplikáciami
E14.6,D.m. s inými špecifikovanými komplikáciami
E14.7,D.m. s mohopočetnými komplikáciami
E14.8,D.m. s nešpecifikovanými komplikáciami
E14.9,D.m. bez komplikácií
E15,Hypoglykemická kóma nediabetika
E16.0,Liekom vyvolaná hypoglykémia bez kómy
E16.1,Iná hypoglykémia
E16.2,Nešpecifikovaná hypoglykémia
E16.3,Zvýšená sekrécia glukakónu
E16.8,Iné špecifikované poruchy vnútornej sekrécie podžalúdkovej žľazy
E16.9,Nešpecifikovaná porucha endokrinnej sekrécie podžalúdkovej žľazy
E20.0,Idiopatická hypoparatyreóza
E20.1,Pseudohypoparatyreóza
E20.8,Iná hypoparatyreóza
E20.9,Nešpecifikovaná hypoparatyreóza
E21.0,Primárna hyperparatyreóza
E21.1,Sekundárna hyperparatyreóza nezatriedená inde
E21.2,Iná hyperparatyreóza
E21.3,Nešpecifikovaná hyperparatyreóza
E21.4,Iné špecifikované poruchy prištítnych žliaz
E21.5,Nešpecifikovaná porucha prištítnych žliaz
E22.0,Akromegália a pituitárny gigantizmus
E22.1,Hyperprolaktinémia
E22.2,Syndróm neprimeranej sekrécie antidiuretického hormónu
E22.8,Iná hyperfunkcia hypofýzy
E22.9,Nešpecifikovaná hyperfunkcia hypofýzy
E23.0,Hypopituitarizmus
E23.1,Liekom vyvolaný hypopituitarizmus
E23.2,Diabetes insipidus
E23.3,Hypotalamická dysfunkcia nezatriedená inde
E23.6,Iné choroby hypofýzy
E23.7,Nešpecifikovaná choroba hypofýzy
E24.0,Cushingova choroba závislá od hypofýzy
E24.1,Nelsonov syndróm
E24.2,Liekom vyvolaný Cushingov syndróm
E24.3,Ektopický ACTH syndróm
E24.4,Alkoholom vyvolaný pseudocushingov syndróm
E24.8,Iný Cushingov syndróm
E24.9,Nešpecifikovaný Cushingov syndróm
E25.0,Vrodené adrenogenitálne poruchy spojené s enzýmovým defektom
E25.8,Iné adrenogenitálne poruchy
E25.9,Nešpecifikovaná adrenogenitálna porucha
E26.0,Primárny hyperaldosteronizmus
E26.1,Sekundárny hyperaldosteronizmus
E26.8,Iný hyperaldosteronizmus
E26.9,Nešpecifikovaný hyperaldosteronizmus
E27.0,Iná adrenokortikálna nadnormálna aktivita
E27.1,Primárna adrenokortikálna nedostatočnosť
E27.2,Addisonovská kríza
E27.3,Liekom vyvolaná adrenokortikálna insuficiencia
E27.4,Iná a nešpecifikovaná primárna adrenokortikálna nedostatočnosť
E27.5,Adrenomedulárna hyperfunkcia
E27.8,Iné špecifikované poruchy nadobličky
E27.9,Nešpecifikovaná porucha nadobličiek
E28.0,Nadbytok estrogénov
E28.1,Nadbytok androgénov
E28.2,Polycystický ovariálny syndróm
E28.3,Primárne zlyhanie vaječníkov
E28.8,Iná ovariálna dysfunkcia
E28.9,Nešpecifikovaná ovariálna dysfunkcia
E29.0,Hyperfunkcia semenníkov
E29.1,Hypofunkcia semenníkov
E29.8,Iná dysfunkcia semenníkov
E29.9,Nešpecifikovaná dysfunkcia semenníkov
E30.0,Oneskorená puberta
E30.1,Predčasná puberta
E30.8,Iné poruchy puberty
E30.9,Nešpecifikovaná porucha puberty
E31.0,Autoimúnne polyglandulárne zlyhanie
E31.1,Polyglandulárna hyperfunkcia
E31.8,Iná polyglandulárna dysfunkcia
E31.9,Nešpecifikovaná polyglandulárna dysfunkcia
E32.0,Trvalá hyperplázia týmusu
E32.1,Absces týmusu
E32.8,Iné choroby týmusu
E32.9,Nešpecifikovaná choroba týmusu
E34.0,Karcinoidový syndróm
E34.1,Iná hypersekrécia črevných hormónov
E34.2,Ektopická sekrécia hormónov nezatriedená inde
E34.3,Nanizmus nezatriedený inde
E34.4,Konštitučne vysoká postava
E34.5,Syndróm rezistencie na androgény
E34.8,Iné špecifikované endokrinné poruchy
E34.9,Nešpecifikovaná endokrinná porucha
E35.0,Poruchy štítnej žľazy pri chorobách zatriedených inde
E35.1,Poruchy nadobličiek pri chorobách zatriedených inde
E35.8,Poruchy iných endokrinných žliaz pri chorobách zatriedených inde
E40,Kvašiorkor
E41,Nutričný marazmus
E42,Marantický kvašiorkor
E43,Nešpecifická ťažká proteínovoenergetická podvýživa
E44.0,Proteínovoenergetická podvýživa stredného stupňa
E44.1,Proteínovoenergetická podvýživa mierneho stupňa
E45,Zaostávanie vývoja v dôsledku proteínovoenergetickej podvýživy
E46,Nešpecifikovaná proteínovoenergetická podvýživa
E50.0,Nedostatok vitamínu A s xerózou spojovky
E50.1,Nedostatok vitamínu A s Bitotovou škvrnou a xerózou spojovky
E50.2,Nedostatok vitamínu A s xerózou rohovky
E50.3,Nedostatok vitamínu A s ulceráciou a xerózou rohovky
E50.4,Nedostatok vitamínu A s keratomaláciou
E50.5,Nedostatok vitamínu A s nočnou slepotou
E50.6,Nedostatok vitamínu A s xeroftalmickými jazvami rohovky
E50.7,Iné očné prejavy nedostatku vitamínu A
E50.8,Iné prejavy nedostatku vitamínu A
E50.9,Nešpecifikovaný nedostatok vitamínu A
E51.1,Beri-beri
E51.2,Wernického encefalopatia
E51.8,Iné prejavy nedostatku tiamínu
E51.9,Nešpecifikovaný nedostatok tiamínu
E52,Nedostatok niacínu (pellagra)
E53.0,Nedostatok riboflavínu
E53.1,Nedostatok pyridoxínu
E53.8,Nedostatok iných špecifikovaných vitamínov B skupiny
E53.9,Nešpecifikovaný nedostatok vitamínu B
E54,Nedostatok vitamínu C (kyseliny askorbovej)
E55.0,Aktívna rachitída
E55.9,Nešpecifikovaný nedostatok vitamínu D
E56.0,Nedostatok vitamínu E
E56.1,Nedostatok vitamínu K
E56.8,Nedostatok iných vitamínov
E56.9,Nešpecifikovaný nedostatok vitamínu
E58,Nedostatok vápnika v potrave
E59,Nedostatok selénu v potrave
E60,Nedostatok zinku v potrave
E61.0,Nedostatok medi
E61.1,Nedostatok železa
E61.2,Nedostatok magnézia
E61.3,Nedostatok mangánu
E61.4,Nedostatok chrómu
E61.5,Nedostatok molybdénu
E61.6,Nedostatok vanádu
E61.7,Nedostatok viacerých výživových prvkov
E61.8,Nedostatok iných špecifikovaných výživových prvkov
E61.9,Nešpecifikovaný nedostatok výživového prvku
E63.0,Nedostatok esenciálnych mastných kyselín
E63.1,Nerovnováha zložiek v prijímanej potrave
E63.8,Iné špecifikované výživové nedostatky
E63.9,Nešpecifikovaný výživový nedostatok
E64.0,Následky proteínovoenergetickej podvýživy
E64.1,Následky nedostatku vitamínu A
E64.2,Následky nedostatku vitamínu C
E64.3,Následky rachitídy
E64.8,Následky iných výživových nedostatkov
E64.9,Následky nešpecifikovaného výživového nedostatku
E65,Lokalizovaná adipozita
E66.0,Tučnota zavinená hyperalimentáciou
E66.1,Tučnota zavinená chemickými látkami
E66.2,Extrémna tučnota s mechúrikovou hypoventiláciou
E66.8,Iná tučnota
E66.9,Nešpecifikovaná tučnota
E67.0,Hypervitaminóza A
E67.1,Hyperkarotenémia
E67.2,Megavitamínový B6 syndróm
E67.3,Hypervitaminóza D
E67.8,Iná špecifikovaná nadmerná výživa
E68,Následky nadmernej výživy
E70.0,Klasická fenylketonúria
E70.1,Iné hyperfenylalaninémie
E70.2,Poruchy metabolizmu tyrozínu
E70.3,Albinizmus
E70.8,Iné poruchy metabolizmu aromatických aminokyselín
E70.9,Nešpecifikovaná porucha metabolizmu aromatických aminokyselín
E71.0,Leucinóza - choroba javorového sirupu
E71.1,Iné poruchy metabolizmu aminokyselín s rozvetveným reťazcom
E71.2,Nešpecifikovaná porucha metabolizmu aminokyselín s rozvetveným reťazcom
E71.3,Poruchy metabolizmu mastných kyselín
E72.0,Poruchy transportu aminokyselín
E72.1,Poruchy metabolizmu aminokyselín so sírou
E72.2,Poruchy metabolizmu močových látok
E72.3,Poruchy metabolizmu lyzínu a hydroxylyzínu
E72.4,Poruchy metabolizmu ornitínu
E72.5,Poruchy metabolizmu glycínu
E72.8,Iné špecifikované poruchy metabolizmu aminokyselín
E72.9,Nešpecifikovaná porucha metabolizmu aminokyselín
E73.0,Vrodený nedostatok laktázy
E73.1,Sekundárny nedostatok laktázy
E73.8,Iná neznášanlivosť laktózy
E73.9,Nešpecifikovaná neznášanlivosť laktózy
E74.0,Choroba z napratania glykogénu (tezaurácie glykogénu)
E74.1,Poruchy metabolizmu fruktózy
E74.2,Poruchy metabolizmu galaktózy
E74.3,Iné poruchy črevnej absorbcie sacharidov
E74.4,Poruchy metabolizmu pyruvátu a glukoneogenézy
E74.8,Iné špecifikované poruchy metabolizmu sacharidov
E74.9,Nešpecifikovaná porucha metabolizmu sacharidov
E75.0,GM2 gangliozidóza
E75.1,Iná gangliozidóza
E75.2,Iná sfingolipidóza
E75.3,Nešpecifikovaná sfingolipidóza
E75.4,Neuronálna ceroidná lipofuscinóza
E75.5,Iné poruchy z napratania lipidov
E75.6,Nešpecifikovaná porucha z napratania
E76.0,"Mukopolysacharidóza, I. typ"
E76.1,"Mukopolysacharidóza, II. typ"
E76.2,Iné mukopolysacharidózy
E76.3,Nešpecifikovaná mukopolysacharidóza
E76.8,Iné poruchy metabolizmu glukozaminoglykánu
E76.9,Nešpecifikovaná porucha metabolizmu glukozaminoglykánu
E77.0,Defekty posttranslančnej modifikácie lyzozómových enzýmov
E77.1,Defekty odbúrania glykoproteínov
E77.8,Iné poruchy metabolizmu glykoproteínov
E77.9,Nešpecifikovaná porucha glykoproteínoveho metabolizmu
E78.0,Čistá hypercholesterolémia
E78.1,Čistá hyperglyceridémia
E78.2,Zmiešaná hyperlipidémia
E78.3,Hyperchylomikronémia
E78.4,Iná hyperlipidémia
E78.5,Nešpecifikovaná hyperlipidémia
E78.6,Nedostatok lipoproteínov
E78.8,Iné poruchy metabolizmu lipoproteínov
E78.9,Nešpecifikovaná porucha lipoproteínového metabolizmu
E79.0,Hyperurikémia bez príznakov zápalovej artritídy a choroby s výskytom lámkových uzlov
E79.1,Leschov-Nyhanov syndróm
E79.8,Iné poruchy metabolizmu purínu a pyrimidínu
E79.9,Nešpecifikovaná porucha metabolizmu purínu a pyrimidínu
E80.0,Dedičná erytropoetická porfýria
E80.1,Porphyria cutanea tarda
E80.2,Iná porfýria
E80.3,Defekty katalázy a peroxidázy
E80.4,Gilbertov syndróm
E80.5,Criglerov-Najjarov syndróm
E80.6,Iné poruchy bilirubínového metabolizmu
E80.7,Nešpecifikovaná porucha bilirubínového metabolizmu
E83.0,Poruchy metabolizmu medi
E83.1,Poruchy metabolizmu železa
E83.2,Poruchy metabolizmu zinku
E83.3,Poruchy metabolizmu fosforu
E83.4,Poruchy metabolizmu magnézia
E83.5,Poruchy metabolizmu kalcia
E83.8,Iné poruchy metabolizmu minerálov
E83.9,Nešpecifikované poruchy metabolizmu minerálov
E84.0,Cystická fibróza s pľúcnymi prejavmi
E84.1,Cystická fibróza s črevnými prejavmi
E84.8,Cystická fibróza s inými prejavmi
E84.9,Nešpecifikovaná cystická fibróza
E85.0,Neneuropatická heredofamiliárna amyloidóza
E85.1,Neuropatická heredofamiliárna amyloidóza
E85.2,Nešpecifikovaná heredofamiliárna amyloidóza
E85.3,Sekundárna systémová amyloidóza
E85.4,Orgánovo ohraničená amyloidóza
E85.8,Iná amyloidóza
E85.9,Nešpecifikovaná amyloidóza
E86,Zníženie objemu telovej tekutiny - hypovolémia
E87.0,Hyperosmolarita a hypernatriémia
E87.1,Hypoosmolarita a hyponatriémia
E87.2,Acidóza
E87.3,Alkalóza
E87.4,Zmiešaná porucha acidobázickej rovnováhy
E87.5,Hyperkaliémia
E87.6,Hypokaliémia
E87.7,Preťaženie tekutinou
E87.8,Iné poruchy rovnováhy elektrolytov a tekutín nezatriedené inde
E88.0,Poruchy metabolizmu plazmatických proteínov nezatriedené inde
E88.1,Lipodystrofia nezatriedená inde
E88.2,Lipomatóza nezatriedená inde
E88.8,Iné nešpecifikované metabolické poruchy
E88.9,Nešpecifikovaná metabolická porucha
E89.0,Pozákroková hypotyreóza
E89.1,Pozákroková hypoinzulinémia
E89.2,Pozákroková hypoparatyreóza
E89.3,Pozákrokový hypopituitarizmus
E89.4,Pozákrokové ovariálne zlyhanie
E89.5,Pozákroková hypofunkcia semenníkov
E89.6,Pozákroková adrenokortikálna (-medulárna) hypofunkcia
E89.8,Iné pozákrokové endokrinné a metabolické poruchy
E89.9,Nešpecifikovaná pozákroková endokrinná a metabolická porucha
E90,Nutričné a metabolické poruchy pri chorobách zatriedených inde
F00.0,Demencia pri Alzheimerovej chorobe so skorým začiatkom (G30.0┼)
F00.1,Demencia pri Alzheimerovej chorobe s neskorým začiatkom (G30.1┼)
F00.2,"Demencia pri Alzheimerovej chorobe, atypický alebo zmiešaný typ (G30.8┼)"
F00.9,Nešpecifikovaná demencia pri Alzheimerovej chorobe (G30.9┼)
F01.0,Vaskulárna demencia s akútnym začiatkom
F01.1,Multiinfarktová demencia
F01.2,Subkortikálna vaskulárna demencia
F01.3,Zmiešaná kortikálna a subkortikálna cievna demencia
F01.8,Iná cievna demencia
F01.9,Nešpecifikovaná cievna demencia
F02.0,Demencia pri Pickovej chorobe (G31.0┼)
F02.1,Demencia pri Creuzfeldovej-Jakobovej chorobe (A81.0┼)
F02.2,Demencia pri Huntingtonovej chorobe (G10┼)
F02.3,Demencia pri Parkinsonovej chorobe (G20┼)
F02.4,Demencia pri chorobe vyvolanej vírusom ľudskej imunitnej nedostatočnosti [HIV] (B22.0┼)
F02.8,Demencia pri iných špecifikovaných chorobách zatriedených inde
F03,Nešpecifikovaná demencia
F04,Organický amnestický syndróm nezavinený alkoholom alebo inými psychoaktívnymi látkami
F05.0,Delírium opísané ako nenadsadené na demenciu
F05.1,Delírium nadsadené na demenciu
F05.8,Iné delírium
F05.9,Nešpecifikované delírium
F06.0,Organická halucinóza
F06.1,Organická katatónna porucha
F06.2,Organická porucha s bludmi [podobná schizofréni]
F06.3,Organické poruchy nálady (afektívne)
F06.4,Organická úzkostná porucha
F06.5,Organická disociatívna porucha
F06.6,Emočná labilita (asténia) na organickom podklade
F06.7,Ľahké poruchy poznávania
F06.8,Iné špecifikované psychické poruchy zapríčinené poškodením a dysfunkciou mozgu a somatickou chorobou
F06.9,Nešpecifikovaná psychická porucha zapríčinená poškodením a dysfunkciou mozgu a somatickou chorobou
F07.0,Porucha osobnosti organického pôvodu
F07.1,Postencefalitický syndróm
F07.2,Syndróm po otrase mozgu
F07.8,"Iné organické poruchy osobnosti a správania zavinené chorobou, poškodením a dysfunkciou mozgu"
F07.9,"Nešpecifikovaná organická porucha osobnosti a správania zavinená chorobou, poškodením a dysfunkciou mozgu"
F09,Nešpecifikovaná organická alebo symptomatická psychická porucha
F10.0,Akútna intoxikácia
F10.1,Zneužívanie
F10.2,Syndróm závislosti
F10.3,Abstinenčný syndróm
F10.4,Abstinenčný syndróm s delíriom
F10.5,Psychotické poruchy
F10.6,Amnestický syndróm
F10.7,Reziduálna a neskoro nastupujúca psychotická porucha
F10.8,Iné psychické poruchy a poruchy správania
F10.9,Nešpecifikované psychické poruchy správania
F11.0,Akútna intoxikácia
F11.1,Zneužívanie
F11.2,Syndróm závislosti
F11.3,Abstinenčný syndróm
F11.4,Abstinenčný syndróm s delíriom
F11.5,Psychotické poruchy
F11.6,Amnestický syndróm
F11.7,Reziduálna a neskoro nastupujúca psychotická porucha
F11.8,Iné psychické poruchy a poruchy správania
F11.9,Nešpecifikované psychické poruchy správania
F12.0,Akútna intoxikácia
F12.1,Zneužívanie
F12.2,Syndróm závislosti
F12.3,Abstinenčný syndróm
F12.4,Abstinenčný syndróm s delíriom
F12.5,Psychotické poruchy
F12.6,Amnestický syndróm
F12.7,Reziduálna a neskoro nastupujúca psychotická porucha
F12.8,Iné psychické poruchy a poruchy správania
F12.9,Nešpecifikované psychické poruchy správania
F13.0,Akútna intoxikácia
F13.1,Zneužívanie
F13.2,Syndróm závislosti
F13.3,Abstinenčný syndróm
F13.4,Abstinenčný syndróm s delíriom
F13.5,Psychotické poruchy
F13.6,Amnestický syndróm
F13.7,Reziduálna a neskoro nastupujúca psychotická porucha
F13.8,Iné psychické poruchy a poruchy správania
F13.9,Nešpecifikované psychické poruchy správania
F14.0,Akútna intoxikácia
F14.1,Zneužívanie
F14.2,Syndróm závislosti
F14.3,Abstinenčný syndróm
F14.4,Abstinenčný syndróm s delíriom
F14.5,Psychotické poruchy
F14.6,Amnestický syndróm
F14.7,Reziduálna a neskoro nastupujúca psychotická porucha
F14.8,Iné psychické poruchy a poruchy správania
F14.9,Nešpecifikované psychické poruchy správania
F15.0,Akútna intoxikácia
F15.1,Zneužívanie
F15.2,Syndróm závislosti
F15.3,Abstinenčný syndróm
F15.4,Abstinenčný syndróm s delíriom
F15.5,Psychotické poruchy
F15.6,Amnestický syndróm
F15.7,Reziduálna a neskoro nastupujúca psychotická porucha
F15.8,Iné psychické poruchy a poruchy správania
F15.9,Nešpecifikované psychické poruchy správania
F16.0,Akútna intoxikácia
F16.1,Zneužívanie
F16.2,Syndróm závislosti
F16.3,Abstinenčný syndróm
F16.4,Abstinenčný syndróm s delíriom
F16.5,Psychotické poruchy
F16.6,Amnestický syndróm
F16.7,Reziduálna a neskoro nastupujúca psychotická porucha
F16.8,Iné psychické poruchy a poruchy správania
F16.9,Nešpecifikované psychické poruchy správania
F17.0,Akútna intoxikácia
F17.1,Zneužívanie
F17.2,Syndróm závislosti
F17.3,Abstinenčný syndróm
F17.4,Abstinenčný syndróm s delíriom
F17.5,Psychotické poruchy
F17.6,Amnestický syndróm
F17.7,Reziduálna a neskoro nastupujúca psychotická porucha
F17.8,Iné psychické poruchy a poruchy správania
F17.9,Nešpecifikované psychické poruchy správania
F18.0,Akútna intoxikácia
F18.1,Zneužívanie
F18.2,Syndróm závislosti
F18.3,Abstinenčný syndróm
F18.4,Abstinenčný syndróm s delíriom
F18.5,Psychotické poruchy
F18.6,Amnestický syndróm
F18.7,Reziduálna a neskoro nastupujúca psychotická porucha
F18.8,Iné psychické poruchy a poruchy správania
F18.9,Nešpecifikované psychické poruchy správania
F19.0,Akútna intoxikácia
F19.1,Zneužívanie
F19.2,Syndróm závislosti
F19.3,Abstinenčný syndróm
F19.4,Abstinenčný syndróm s delíriom
F19.5,Psychotické poruchy
F19.6,Amnestický syndróm
F19.7,Reziduálna a neskoro nastupujúca psychotická porucha
F19.8,Iné psychické poruchy a poruchy správania
F19.9,Nešpecifikované psychické poruchy správania
F20.0,Paranoidná schizofrénia
F20.1,Hebefrénna schizofrénia
F20.2,Katatónna schizofrénia
F20.3,Nediferencovaná schizofrénia
F20.4,Postschizofrenická depresia
F20.5,Reziduálna schizofrénia
F20.6,Jednoduchá schizofrénia
F20.8,Iná schizofrénia
F20.9,Nešpecifikovaná schizofrénia
F21,Schizotypová porucha
F22.0,Bludová (paranoidná) porucha
F22.8,Iné perzistujúce poruchy s bludmi
F22.9,Nešpecifikovaná pretrvávajúca porucha s bludmi
F23.0,Akútna polymorfná psychotická porucha bez príznakov schizofrénie
F23.1,Akútna polymorfná psychotická porucha s príznakmi schizofrénie
F23.2,Akútna psychotická porucha podobná schizofrénii
F23.3,"Iné akútne psychotické poruchy, najmä s bludmi"
F23.8,Iné akútne a prechodné psychotické poruchy
F23.9,Nešpecifikovaná akútna a prechodná psychopatická porucha
F24,Indukovaná porucha s bludmi
F25.0,"Schizoafektívna porucha, manický typ"
F25.1,"Schizoafektívna porucha, depresívny typ"
F25.2,"Schizoafektívna porucha, zmiešaný typ"
F25.8,Iné schizoafektívne poruchy
F25.9,Nešpecifikovaná schizoafektívna porucha
F28,Iné neorganické psychotické poruchy
F29,Nešpecifikovaná neorganická psychóza
F30.0,Hypománia
F30.1,Mánia bez psychotických príznakov
F30.2,Mánia s psychotickými príznakmi
F30.8,Iné manické epizódy
F30.9,Nešpecifikovaná manická epizóda
F31.0,"Bipolárna afektívna porucha, terajšia hypomanická fáza"
F31.1,"Bipolárna afektívna porucha, terajšia manická fáza bez psychotických príznakov"
F31.2,"Bipolárna afektívna porucha, terajšia manická fáza s psychotickými príznakmi"
F31.3,"Bipolárna afektívna porucha, terajšia fáza alebo fáza strednej miernej depresie"
F31.4,"Bipolárna afektívna porucha, terajšia fáza hlbokej depresie bez psychotických príznakov"
F31.5,"Bipolárna afektívna porucha, terajšia fáza hlbokej depresie s psychotickými príznakmi"
F31.6,"Bipolárna afektívna porucha, terajšia zmiešaná epizóda"
F31.7,"Bipolárna afektívna porucha, teraz v remisii"
F31.8,Iné bipolárne afektívne poruchy
F31.9,Nešpecifikovaná bipolárna afektívna porucha
F32.0,Epizóda ľahkej depresie
F32.1,Epizóda stredne ťažkej depresie
F32.2,Epizóda ťažkej (hlbokej) depresie bez psychotických príznakov
F32.3,Epizóda ťažkej (hlbokej) depresie s psychotickými príznakmi
F32.8,Iné depresívne psychózy
F32.9,Nešpecifikovaná depresívna epizóda
F33.0,"Recidivujúca depresívna porucha, terajšia ľahká epizóda"
F33.1,"Recidivujúca depresívna porucha, terajšia stredne ťažká epizóda"
F33.2,"Recidivujúca depresívna porucha, terajšia epizóda ťažkého stupňa bez psychotických príznakov"
F33.3,"Recidivujúca depresívna porucha, terajšia epizóda ťažkého stupňa s psychotickými príznakmi"
F33.4,"Recidivujúca depresívna porucha, teraz v remisii"
F33.8,Iné recidivujúce depresívne poruchy
F33.9,Nešpecifikované recidivujúce depresívne poruchy
F34.0,Cyklotýmia
F34.1,Dystýmia
F34.8,Iné perzistujúce afektívne poruchy
F34.9,Nešpecifikované perzistujúce afektívne poruchy
F38.0,Iné jednotlivé afektívne poruchy
F38.1,Iné návratné afektívne poruchy
F38.8,Iné špecifikované afektívne poruchy
F39,Nešpecifikované afektívne poruchy
F40.0,Agorafóbia
F40.1,Sociálne fóbie
F40.2,Špecifické (izolované) fóbie
F40.8,Iné fóbické úzkostné poruchy
F40.9,Nešpecifikovaná fóbická úzkostná porucha
F41.0,Panická porucha (epizodická záchvatová úzkosť)
F41.1,Porucha s generalizovanou úzkosťou
F41.2,Zmiešaná úzkostná a depresívna porucha
F41.3,Iné zmiešané úzkostné poruchy
F41.8,Iné špecifikované úzkostné poruchy
F41.9,Nešpecifikovaná úzkostná porucha
F42.0,Prevažne obsesívne myšlienky alebo ruminácie
F42.1,Prevažne kompulzívne konanie [obsedantné rituály]
F42.2,Zmiešané obsesívne myšlienky a konanie
F42.8,Iné obsesívno-kompulzívne poruchy
F42.9,Nešpecifikované obsesívno-kompulzívne poruchy
F43.0,Akútna stresová reakcia
F43.1,Posttraumatická stresová porucha
F43.2,Adaptačné poruchy
F43.8,Iné reakcie na ťažký stres
F43.9,Nešpecifikované reakcie na ťažký stres
F44.0,Disociatívna amnézia
F44.1,Disociatívna fúga
F44.2,Disociatívny stupor
F44.3,Poruchy typu tranzu a posadnutia
F44.4,Disociatívne motorické poruchy
F44.5,Disociatívne kŕče (konvulzie)
F44.6,Disociatívna anestézia a strata senzória
F44.7,Zmiešané disociatívne [konverzné] poruchy
F44.8,Iné disociatívne [konverzné] poruchy
F44.9,Nešpecifikované disociatívne [konverzné] poruchy
F45.0,Somatizované poruchy
F45.1,Nediferencovaná somatoformná porucha
F45.2,Hypochondrická porucha
F45.3,Somatoformná autonómna dysfunkcia
F45.4,Perzistujúca somatoformná bolesťová porucha
F45.8,Iné somatoformné poruchy
F45.9,Nešpecifikované somatoformné poruchy
F48.0,Neurasténia
F48.1,Syndróm depersonalizácie - derealizácie
F48.8,Iné špecifikované neurotické poruchy
F48.9,Nešpecifikovaná neurotická porucha
F50.0,Mentálna anorexia - anorexia nervosa
F50.1,Atypická mentálna anorexia - atypická anorexia nervosa
F50.2,Mentálna bulímia - bulimia nervosa
F50.3,Atypická mentálna bulímia - atypická bulimia nervosa
F50.4,Prejedanie združené s inými psychickými poruchami
F50.5,Dávenie spojené s inými psychickými poruchami
F50.8,Iné poruchy príjmu potravy
F50.9,Nešpecifikované poruchy príjmu potravy
F51.0,Neorganická insomnia
F51.1,Neorganická hypersomnia
F51.2,Neorganické poruchy spánkového rytmu
F51.3,Námesačníctvo [somnambulizmus]
F51.4,Nočná hrôza
F51.5,Nočné mory
F51.8,Iné neorganické poruchy spánku
F51.9,Nešpecifikované neorganické poruchy spánku
F52.0,Nedostatok alebo strata sexuálnej túžby
F52.1,Sexuálna averzia a nedostatok sexuálnej slasti
F52.2,Zlyhanie genitálnej odpovede
F52.3,Porucha orgazmu
F52.4,Predčasná ejakulácia
F52.5,Neorganický vaginizmus
F52.6,Neorganická dyspareunia
F52.7,Nadmerná sexuálna túžba
F52.8,Iná sexuálna dysfunkcia nezavinená organickou poruchou alebo chorobou
F52.9,Nešpecifikovaná sexuálna dysfunkcia nezavinená organickou poruchou alebo chorobou
F53.0,Ľahké psychické poruchy a poruchy správania v popôrodí nezatriedené inde
F53.1,Ťažké psychické poruchy a poruchy správania v popôrodí nezatriedené inde
F53.8,Iné psychické poruchy a poruchy správania v popôrodí nezatriedené inde
F53.9,Nešpecifikovaná psychická porucha v popôrodí
F54,Psychické faktory a faktory správania spojené s poruchami alebo chorobami zatriedenými inde
F55,"Abúzus látok, ktoré nevytvárajú závislosť"
F59,"Nešpecifikované poruchy správania, spojené s fyziologickými poruchami a somatickými faktormi"
F60.0,Paranoidná porucha osobnosti
F60.1,Schizoidná osobnosť
F60.2,Osobnosť s poruchou sociability [dissociálna osobnosť]
F60.3,Emočne nestabilná osobnosť
F60.4,Histriónska osobnosť
F60.5,Anakastická osobnosť
F60.6,Anxiózna [vyhýbavá] osobnosť
F60.7,Závislá osobnosť
F60.8,Iné špecifické poruchy osobnosti
F60.9,Nešpecifikované poruchy osobnosti
F61,Zmiešané a iné poruchy osobnosti
F62.0,Trvalé zmeny osobnosti po katastrofickom zážitku
F62.1,Trvalá zmena osobnosti po psychickej chorobe
F62.8,Iné pretrvávajúce zmeny osobnosti
F62.9,Nešpecifikovaná pretrvávajúca zmena osobnosti
F63.0,Patologické hráčstvo
F63.1,Patologické podpaľačstvo [pyrománia]
F63.2,Patologické kradnutie [kleptománia]
F63.3,Trichotilománia
F63.8,Iné poruchy návykov a impulzov
F63.9,Nešpecifikované poruchy návykov a impulzov
F64.0,Transsexualizmus
F64.1,Transvestizmus
F64.2,Porucha sexuálnej identity v detstve
F64.8,Iné poruchy sexuálnej identity
F64.9,Nešpecifikovaná porucha sexuálnej identity
F65.0,Fetišizmus
F65.1,Fetišistický transvestizmus
F65.2,Exhibicionizmus
F65.3,Voyeurizmus
